POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,price,area,bedrooms,longitude,latitude,CITY_NAME
Owner,0,1,3,BHK,1209.9213550000002,1,1,"Devanahalli,Bangalore",13.23,77.7,6000000.0,1209.9213550000002,3,13.23,77.7,Unknown
Dealer,0,0,3,BHK,1617.155915,1,1,"New Town,Kolkata",22.5922,88.484911,9200000.0,1617.155915,3,22.5922,88.484911,Unknown
Owner,0,0,2,BHK,780.2050825,1,1,"Sector-127 Mohali,Mohali",30.768683000000003,76.650876,1750000.0,780.2050825,2,30.768683000000003,76.650876,Unknown
Owner,0,0,3,BHK,2449.77952,1,1,"Cholanayakanahalli,Bangalore",13.035865,77.598244,20000000.0,2449.77952,3,13.035865,77.598244,Unknown
Owner,0,0,3,BHK,1310.186702,1,1,"Shahpura,Bhopal",23.194217,77.42612,8000000.0,1310.186702,3,23.194217,77.42612,Unknown
Dealer,0,1,2,BHK,1080.0579,1,1,"Kolshet Road,Lalitpur",24.69028,78.41889,9700000.0,1080.0579,2,24.69028,78.41889,Unknown
Dealer,0,1,2,BHK,889.8776418,1,1,"Mango,Jamshedpur",22.835481,86.221099,3200000.0,889.8776418,2,22.835481,86.221099,Unknown
Owner,0,0,3,BHK,1440.189766,1,1,"Kalindipuram,Allahabad",25.426143,81.768024,8500000.0,1440.189766,3,25.426143,81.768024,Unknown
Dealer,0,0,5,BHK,1677.279964,1,0,"Goregaon (East),Lalitpur",19.1615,72.8731,59000000.0,1677.279964,5,19.1615,72.8731,Unknown
Dealer,0,0,3,BHK,1440.121273,1,1,"Sonari,Jamshedpur",22.830053,86.158521,5700000.0,1440.121273,3,22.830053,86.158521,Unknown
Dealer,0,0,2,BHK,909.0909091,1,1,"Dombivli (East),Maharashtra",19.2167,73.0833,5400000.0,909.0909091,2,19.2167,73.0833,Unknown
Dealer,1,1,2,BHK,675.1740139,0,0,"Old Madras Road,Bangalore",12.990758,77.656104,2910000.0,675.1740139,2,12.990758,77.656104,Unknown
Owner,0,0,3,BHK,1475.237092,1,1,"Ramamurthy Nagar,Bangalore",13.013312,77.662077,7000000.0,1475.237092,3,13.013312,77.662077,Unknown
Dealer,0,0,1,BHK,585.0234009,1,1,"Mira Road East,Lalitpur",19.2836,72.8675,6000000.0,585.0234009,1,19.2836,72.8675,Unknown
Dealer,0,1,2,BHK,1295.5605460000002,1,1,"Hadapsar,Pune",18.49667,73.94167,15000000.0,1295.5605460000002,2,18.49667,73.94167,Unknown
Owner,0,1,1,BHK,630.169358,1,1,"Rau,Indore",22.63472,75.81139,1600000.0,630.169358,1,22.63472,75.81139,Unknown
Dealer,1,1,1,BHK,351.9619501,0,0,"Bhadra Nagar,Mumbai",18.96667,72.83333,2960000.0,351.9619501,1,18.96667,72.83333,Unknown
Owner,0,0,1,BHK,485.08367689999994,1,1,"Madhuban Bapudham,Ghaziabad",28.707966,77.48760300000001,2000000.0,485.08367689999994,1,28.707966,77.48760300000001,Unknown
Dealer,0,1,2,BHK,1274.088231,1,1,"Jeejamata Nagar,Mumbai",24.090195,87.990011,16000000.0,1274.088231,2,24.090195,87.990011,Unknown
Owner,0,1,2,BHK,1285.338593,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,3910000.0,1285.338593,2,28.629811,77.434197,Unknown
Dealer,0,0,2,BHK,970.1202949,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,7500000.0,970.1202949,2,12.9077,77.6755,Unknown
Owner,0,0,2,BHK,900.0,1,1,"Benz Circle,Vijayawada",16.498176,80.656343,4500000.0,900.0,2,16.498176,80.656343,Unknown
Dealer,0,0,1,BHK,669.8664441000001,1,1,"Punawale,Pune",18.637802,73.745912,3210000.0,669.8664441000001,1,18.637802,73.745912,Unknown
Dealer,1,1,1,BHK,404.5268481,0,0,"Vikhroli (West),Maharashtra",19.11333,72.92156700000001,8400000.0,404.5268481,1,19.11333,72.92156700000001,Unknown
Dealer,0,0,2,BHK,1248.0499220000002,1,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,4800000.0,1248.0499220000002,2,28.406388,77.342588,Unknown
Dealer,0,1,3,BHK,1292.01053,1,1,"Khar West,Lalitpur",19.0705,72.8309,80000000.0,1292.01053,3,19.0705,72.8309,Unknown
Dealer,0,1,3,BHK,1368.925394,1,1,"Thane West,Lalitpur",19.18,72.96333,22000000.0,1368.925394,3,19.18,72.96333,Unknown
Dealer,0,1,2,BHK,1185.164529,1,1,"Sector-18 Ulwe,Lalitpur",28.5706,77.3239,8500000.0,1185.164529,2,28.5706,77.3239,Unknown
Dealer,0,0,3,BHK,1905.265943,1,1,"Jagatpura,Jaipur",26.832353,75.841749,7200000.0,1905.265943,3,26.832353,75.841749,Unknown
Dealer,0,1,2,BHK,1075.032909,1,1,"Ghotkamp Koyana Vele,Lalitpur",24.69028,78.41889,4900000.0,1075.032909,2,24.69028,78.41889,Unknown
Dealer,0,0,2,BHK,1358.936484,1,1,"Hennur Road,Bangalore",13.0306,77.6485,9200000.0,1358.936484,2,13.0306,77.6485,Unknown
Dealer,0,0,3,BHK,984.1269841,1,1,"Chandivali,Lalitpur",24.69028,78.41889,31000000.0,984.1269841,3,24.69028,78.41889,Unknown
Dealer,1,1,2,BHK,1076.981902,0,1,"Kharadi,Pune",18.5438,73.9438,8450000.0,1076.981902,2,18.5438,73.9438,Unknown
Dealer,0,0,2,BHK,700.0112905,1,1,"Kothrud,Pune",18.5101,73.8141,6200000.0,700.0112905,2,18.5101,73.8141,Unknown
Owner,0,1,4,BHK,1799.8560120000002,1,1,"Pakhowal Road,Ludhiana",30.706256,75.70013399999999,7500000.0,1799.8560120000002,4,30.706256,75.70013399999999,Unknown
Dealer,0,1,3,BHK,1806.06839,1,1,"4 Bunglows,Lalitpur",24.69028,78.41889,45000000.0,1806.06839,3,24.69028,78.41889,Unknown
Dealer,0,0,4,BHK,2849.643795,1,1,"Sector-54 Gurgaon,Gurgaon",28.440728000000004,77.114195,38000000.0,2849.643795,4,28.440728000000004,77.114195,Unknown
Owner,0,0,1,BHK,550.2567865,1,1,"Palanpur Patia,Surat",21.206327,72.79334399999999,750000.0,550.2567865,1,21.206327,72.79334399999999,Unknown
Dealer,1,1,2,BHK,1141.666667,0,0,"Whitefield,Bangalore",12.9958935,77.761394,6850000.0,1141.666667,2,12.9958935,77.761394,Unknown
Owner,0,1,3,BHK,1494.768311,1,1,"Sahakara Nagar,Bangalore",13.064,77.58,14000000.0,1494.768311,3,13.064,77.58,Unknown
Dealer,0,0,2,BHK,1060.138782,1,1,"Taloja,Lalitpur",24.69028,78.41889,5500000.0,1060.138782,2,24.69028,78.41889,Unknown
Dealer,1,1,3,BHK,949.893137,0,0,"Harni,Vadodara",22.337395,73.225215,4000000.0,949.893137,3,22.337395,73.225215,Unknown
Owner,0,0,2,BHK,831.8345324000001,1,1,"Niwaru Road,Jaipur",26.91667,75.86667,1850000.0,831.8345324000001,2,26.91667,75.86667,Unknown
Dealer,0,1,2,BHK,1073.1916720000002,1,1,"kurla (west),Maharashtra",19.0713,72.883,20000000.0,1073.1916720000002,2,19.0713,72.883,Unknown
Dealer,0,0,1,BHK,708.6753676,1,1,"Jogeshwari (West),Lalitpur",19.141644,72.842908,12000000.0,708.6753676,1,19.141644,72.842908,Unknown
Builder,1,0,3,BHK,1449.82831,0,0,"Wanadongri,Maharashtra",20.925864,78.87096700000001,3800000.0,1449.82831,3,20.925864,78.87096700000001,Unknown
Owner,0,0,2,BHK,1156.260324,1,1,"Chharwada,Vapi",20.384847,72.93054599999999,3500000.0,1156.260324,2,20.384847,72.93054599999999,Unknown
Owner,1,0,2,BHK,1060.284762,0,1,"Kurmanpalem,Visakhapatnam",17.7,83.25,3500000.0,1060.284762,2,17.7,83.25,Unknown
Owner,0,1,3,BHK,1520.112254,1,1,"Sector-129 Noida,Noida",28.507373,77.386719,6500000.0,1520.112254,3,28.507373,77.386719,Unknown
Dealer,1,1,3,BHK,1150.020125,0,1,"Parel,Lalitpur",18.996549,72.842967,40000000.0,1150.020125,3,18.996549,72.842967,Unknown
Owner,0,0,2,BHK,900.090009,1,1,"Moolakulam,Pondicherry",11.93,79.83,3000000.0,900.090009,2,11.93,79.83,Unknown
Dealer,0,0,2,BHK,1040.009788,1,1,"Sector 36 Kamothe,Mumbai",19.0168,73.09646,8500000.0,1040.009788,2,19.0168,73.09646,Unknown
Dealer,0,0,3,BHK,1489.288578,1,1,"Sarjapur Road,Bangalore",12.86,77.786,13000000.0,1489.288578,3,12.86,77.786,Unknown
Dealer,0,0,3,BHK,1955.184534,1,1,"New Town,Kolkata",22.5922,88.484911,8900000.0,1955.184534,3,22.5922,88.484911,Unknown
Dealer,0,0,3,BHK,2679.58951,1,1,"Beed Bypass Road,Lalitpur",18.83333,75.75,9400000.0,2679.58951,3,18.83333,75.75,Unknown
Dealer,0,0,1,BHK,610.035077,1,1,"Wayle Nagar,Maharashtra",18.396027,76.556147,4000000.0,610.035077,1,18.396027,76.556147,Unknown
Dealer,0,1,3,BHK,1885.211563,1,1,"Sector-85 Mohali,Mohali",30.664859999999997,76.70610699999999,9000000.0,1885.211563,3,30.664859999999997,76.70610699999999,Unknown
Dealer,0,0,2,BHK,1232.156273,1,1,"Hennur,Bangalore",12.96991,77.59796,8200000.0,1232.156273,2,12.96991,77.59796,Unknown
Dealer,0,0,2,BHK,1000.0,1,1,"Sector-5 Vaishali,Ghaziabad",28.644114,77.338923,4800000.0,1000.0,2,28.644114,77.338923,Unknown
Dealer,0,0,3,BHK,1240.0537359999998,1,1,"Thakur Village,Lalitpur",12.91668,77.59196,24000000.0,1240.0537359999998,3,12.91668,77.59196,Unknown
Dealer,1,1,3,BHK,592.183182,0,0,"kavesar,Mumbai",18.96667,72.83333,12000000.0,592.183182,3,18.96667,72.83333,Unknown
Owner,0,0,3,BHK,1190.088034,1,1,"Bansdroni,Kolkata",22.470809,88.36318100000001,7300000.0,1190.088034,3,22.470809,88.36318100000001,Unknown
Owner,0,1,2,BHK,1530.456076,1,1,"Tajganj,Agra",27.18,78.02,5000000.0,1530.456076,2,27.18,78.02,Unknown
Dealer,0,0,3,BHK,2322.857143,1,1,"Vasna-Bhayli-Road,Vadodara",22.288976,73.128222,8130000.0,2322.857143,3,22.288976,73.128222,Unknown
Owner,0,0,2,BHK,912.1459434,1,1,"Adityapur,Jamshedpur",22.7808,86.1522,3800000.0,912.1459434,2,22.7808,86.1522,Unknown
Dealer,0,0,3,BHK,2500.0,1,1,"Defence Colony,Bangalore",28.5734,77.2307,30000000.0,2500.0,3,28.5734,77.2307,Unknown
Owner,0,0,1,BHK,660.0660066,1,1,"Jagatpura,Jaipur",26.832353,75.841749,2000000.0,660.0660066,1,26.832353,75.841749,Unknown
Owner,0,0,2,BHK,1030.21978,1,1,"Satar Nagar,Pune",18.52361,73.84778,4500000.0,1030.21978,2,18.52361,73.84778,Unknown
Owner,0,0,4,BHK,2603.123748,1,1,"Uppilipalayam,Coimbatore",11.0,76.96667,13000000.0,2603.123748,4,11.0,76.96667,Unknown
Dealer,0,0,3,BHK,1706.9912420000005,1,1,"Koramangala,Bangalore",12.9259,77.6229,23000000.0,1706.9912420000005,3,12.9259,77.6229,Unknown
Dealer,0,0,2,BHK,1171.600406,1,1,"Ghansoli,Lalitpur",19.126499,72.99956,15000000.0,1171.600406,2,19.126499,72.99956,Unknown
Dealer,0,1,4,BHK,1920.076803,1,1,"Sindhi Society Chembur,Lalitpur",19.048403,72.88731,32000000.0,1920.076803,4,19.048403,72.88731,Unknown
Dealer,0,0,2,BHK,970.1202949,1,1,"Jagdamba Nagar,Jaipur",27.161683,78.410698,2500000.0,970.1202949,2,27.161683,78.410698,Unknown
Dealer,1,1,1,BHK,351.2910424,0,0,"New Panvel East,Maharashtra",18.998527,73.12124200000001,5510000.0,351.2910424,1,18.998527,73.12124200000001,Unknown
Dealer,0,1,1,BHK,675.0675068,1,1,"Shewalewadi,Pune",18.486057,73.973718,3000000.0,675.0675068,1,18.486057,73.973718,Unknown
Owner,0,1,2,BHK,1360.294118,1,1,"Nehru Chacha Nagar,Vadodara",22.3588,72.6275,3700000.0,1360.294118,2,22.3588,72.6275,Unknown
Owner,0,0,2,BHK,1135.0737800000002,1,1,"Makanpur,Ghaziabad",28.636759,77.354534,4000000.0,1135.0737800000002,2,28.636759,77.354534,Unknown
Owner,0,0,4,BHK,1885.014138,1,1,"Alwal,Secunderabad",17.501131,78.505495,6000000.0,1885.014138,4,17.501131,78.505495,Unknown
Dealer,0,0,1,BHK,650.0691562999999,1,1,"Sector 23 Ulwe,Maharashtra",18.663883,73.767663,4700000.0,650.0691562999999,1,18.663883,73.767663,Unknown
Builder,1,1,2,BHK,1216.666667,0,0,"Kompally,Secunderabad",17.546483,78.480303,4380000.0,1216.666667,2,17.546483,78.480303,Unknown
Dealer,0,0,3,BHK,1660.910518,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,5290000.0,1660.910518,3,28.431862,77.351104,Unknown
Dealer,0,0,3,BHK,1710.1032899999998,1,1,"Prabhat Road,Pune",18.52361,73.84778,25000000.0,1710.1032899999998,3,18.52361,73.84778,Unknown
Owner,0,0,2,BHK,2700.4570000000003,1,1,"Indirapuram,Ghaziabad",28.63676,77.36315,6500000.0,2700.4570000000003,2,28.63676,77.36315,Unknown
Dealer,0,0,4,BHK,3499.766682,1,1,"Byadarahalli,Bangalore",13.071245,77.515563,45000000.0,3499.766682,4,13.071245,77.515563,Unknown
Dealer,0,1,4,BHK,2250.409165,1,1,"Sector-46 Noida,Noida",28.552082,77.360624,11000000.0,2250.409165,4,28.552082,77.360624,Unknown
Owner,0,1,2,BHK,1030.07144,1,1,"Hebbal,Bangalore",13.04034,77.591347,6200000.0,1030.07144,2,13.04034,77.591347,Unknown
Dealer,0,0,2,BHK,1030.100334,1,1,"Kharghar,Maharashtra",19.038205,73.06612,7700000.0,1030.100334,2,19.038205,73.06612,Unknown
Dealer,1,0,2,BHK,1227.810651,0,1,"Althan,Surat",21.151992,72.81002,4150000.0,1227.810651,2,21.151992,72.81002,Unknown
Builder,1,1,2,BHK,652.8417819,0,0,"New Panvel,Lalitpur",18.966114,73.148278,6800000.0,652.8417819,2,18.966114,73.148278,Unknown
Owner,0,1,2,BHK,950.1187648,1,1,"jhusi,Allahabad",25.444108,81.914212,3600000.0,950.1187648,2,25.444108,81.914212,Unknown
Owner,0,0,2,BHK,706.0722211,1,1,"Parnasree Palli,Kolkata",22.510165,88.301815,3500000.0,706.0722211,2,22.510165,88.301815,Unknown
Dealer,1,1,2,BHK,751.12669,0,1,"Chembur (East),Mumbai",19.05871,72.89969,21000000.0,751.12669,2,19.05871,72.89969,Unknown
Dealer,0,0,2,BHK,1250.0,1,1,"Raheja Vihar,Lalitpur",24.69028,78.41889,22000000.0,1250.0,2,24.69028,78.41889,Unknown
Dealer,1,0,3,BHK,1622.649955,0,1,"Chembur (East),Mumbai",19.05871,72.89969,29000000.0,1622.649955,3,19.05871,72.89969,Unknown
Dealer,0,1,3,BHK,1377.884947,1,1,"Khar West,Lalitpur",19.0705,72.8309,68000000.0,1377.884947,3,19.0705,72.8309,Unknown
Dealer,0,0,3,BHK,1600.0,1,1,"Khar West,Mumbai",19.0705,72.8309,60000000.0,1600.0,3,19.0705,72.8309,Unknown
Dealer,1,1,2,BHK,535.0045858,0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,14000000.0,535.0045858,2,18.96,72.82,Unknown
Dealer,0,1,2,BHK,1295.196978,1,1,"Whitefield,Bangalore",12.9958935,77.761394,7200000.0,1295.196978,2,12.9958935,77.761394,Unknown
Dealer,0,0,3,BHK,1208.163265,1,1,"Chitlapakkam,Chennai",12.93739,80.13874,5920000.0,1208.163265,3,12.93739,80.13874,Unknown
Dealer,0,0,2,BHK,1145.0,1,1,"Electronic City,Bangalore",12.8458,77.6727,4580000.0,1145.0,2,12.8458,77.6727,Unknown
Dealer,1,1,2,BHK,440.5111966,0,0,"Kolshet Road,Maharashtra",19.249861,72.96386600000001,7790000.000000001,440.5111966,2,19.249861,72.96386600000001,Unknown
Owner,0,0,3,BHK,1740.139211,1,1,"Jagatpura,Jaipur",26.832353,75.841749,6000000.0,1740.139211,3,26.832353,75.841749,Unknown
Owner,0,1,2,BHK,1260.210035,1,1,"Sector-118 Noida,Noida",28.579845,77.403693,5400000.0,1260.210035,2,28.579845,77.403693,Unknown
Owner,0,1,2,BHK,1130.044843,1,1,"Lavakusha Nagar,Bangalore",50.817397,4.42145,6300000.0,1130.044843,2,50.817397,4.42145,Unknown
Dealer,0,0,1,BHK,405.0073638,1,1,"Shakti Khand 1,Ghaziabad",28.9196,76.8972,2200000.0,405.0073638,1,28.9196,76.8972,Unknown
Owner,0,0,2,BHK,705.0197406000001,1,1,"Chandapura,Bangalore",12.80009,77.71181999999999,2500000.0,705.0197406000001,2,12.80009,77.71181999999999,Unknown
Dealer,0,0,3,BHK,1552.10643,1,1,"New Town,Kolkata",22.5922,88.484911,7000000.0,1552.10643,3,22.5922,88.484911,Unknown
Owner,0,0,1,BHK,589.4283178999999,1,1,"Virugambakkam,Chennai",13.0463,80.1913,4650000.0,589.4283178999999,1,13.0463,80.1913,Unknown
Dealer,0,0,3,BHK,972.9683997000002,1,1,"Hiranandani Estate,Mumbai",19.255098,72.9815265,23000000.0,972.9683997000002,3,19.255098,72.9815265,Unknown
Owner,0,0,2,BHK,1250.0,1,1,"Mansarovar,Jaipur",26.8626,75.7633,3100000.0,1250.0,2,26.8626,75.7633,Unknown
Dealer,0,1,4,BHK,2500.0,1,0,"Sector-81 Gurgaon,Gurgaon",28.388225,76.946376,20000000.0,2500.0,4,28.388225,76.946376,Unknown
Dealer,0,0,4,BHK,1700.1020059999998,1,1,"Sector-49 Chandigarh,Chandigarh",30.692243,76.750614,15000000.0,1700.1020059999998,4,30.692243,76.750614,Unknown
Dealer,0,0,2,BHK,760.1351351,1,1,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,3600000.0,760.1351351,2,28.9196,76.8972,Unknown
Dealer,1,0,2,BHK,985.0651414,0,1,"Sakher Bazar,Kolkata",22.140267,88.40308900000001,3100000.0,985.0651414,2,22.140267,88.40308900000001,Unknown
Dealer,1,1,2,BHK,1273.333333,0,0,"Sama Savli Road,Vadodara",22.340396,73.19706,3820000.0000000005,1273.333333,2,22.340396,73.19706,Unknown
Dealer,0,0,3,BHK,1922.207146,1,1,"Marine Drive,Kochi",9.9800255,76.27530300000001,17000000.0,1922.207146,3,9.9800255,76.27530300000001,Unknown
Dealer,1,1,1,BHK,292.3473775,0,0,"Nandore,Palghar",19.737778,72.79534,1700000.0,292.3473775,1,19.737778,72.79534,Unknown
Owner,0,0,2,BHK,1250.0,1,1,"GM Palaya,Bangalore",50.817397,4.42145,4500000.0,1250.0,2,50.817397,4.42145,Unknown
Owner,0,0,2,BHK,875.0607681,1,1,"Oragadam,Chennai",13.09,80.27,3600000.0,875.0607681,2,13.09,80.27,Unknown
Dealer,1,1,1,BHK,679.0363318,0,0,"Kolshet Road,Lalitpur",24.69028,78.41889,6990000.000000001,679.0363318,1,24.69028,78.41889,Unknown
Owner,0,0,2,BHK,455.0280601,1,1,"Loni,Ghaziabad",28.75,77.28,3000000.0,455.0280601,2,28.75,77.28,Unknown
Dealer,0,1,2,BHK,999.000999,1,1,"Manpada,Mumbai",19.239813,72.962722,11000000.0,999.000999,2,19.239813,72.962722,Unknown
Dealer,0,0,3,BHK,1450.2026019999998,1,1,"New Town,Kolkata",22.5922,88.484911,6800000.0,1450.2026019999998,3,22.5922,88.484911,Unknown
Owner,0,0,1,BHK,591.0683012000001,1,1,"Ambegaon Bk,Pune",18.347616,73.586463,2700000.0,591.0683012000001,1,18.347616,73.586463,Unknown
Dealer,1,0,1,BHK,685.3155567000001,0,1,"Chembur,Lalitpur",19.05871,72.89969,11000000.0,685.3155567000001,1,19.05871,72.89969,Unknown
Dealer,0,1,1,BHK,650.0541712,1,1,"Shirgaon,Lalitpur",24.69028,78.41889,2400000.0,650.0541712,1,24.69028,78.41889,Unknown
Dealer,0,0,3,BHK,1550.074134,1,1,"Erandwane,Pune",18.506,73.8319,23000000.0,1550.074134,3,18.506,73.8319,Unknown
Dealer,1,0,2,BHK,502.0135709,0,1,"JK Gram,Mumbai",18.96667,72.83333,9100000.0,502.0135709,2,18.96667,72.83333,Unknown
Dealer,0,0,3,BHK,2573.588548,1,1,"Sector-128 Noida,Noida",28.522931,77.357078,16000000.0,2573.588548,3,28.522931,77.357078,Unknown
Dealer,0,0,3,BHK,1580.194891,1,1,"Shankar Kalat Nagar,Pune",19.957301,73.839897,12000000.0,1580.194891,3,19.957301,73.839897,Unknown
Dealer,1,1,1,BHK,440.0,0,0,"Mira Road,Lalitpur",19.283359,72.864964,5500000.0,440.0,1,19.283359,72.864964,Unknown
Dealer,0,0,2,BHK,956.5217391,1,1,"Gawand Baug,Mumbai",18.96667,72.83333,11000000.0,956.5217391,2,18.96667,72.83333,Unknown
Dealer,0,1,3,BHK,1771.2550609999998,1,1,"Sector-117 Mohali,Mohali",30.723932,76.67447299999999,7000000.0,1771.2550609999998,3,30.723932,76.67447299999999,Unknown
Owner,1,0,2,BHK,1193.820225,0,1,"Sector 89 Faridabad,Faridabad",28.431903,77.36482099999999,3400000.0,1193.820225,2,28.431903,77.36482099999999,Unknown
Owner,0,1,2,BHK,1376.013905,1,1,"Begur Road,Bangalore",12.8706,77.6279,9500000.0,1376.013905,2,12.8706,77.6279,Unknown
Owner,0,0,3,BHK,1356.620634,1,1,"New Karelibaug,Vadodara",22.3,73.2,3340000.0,1356.620634,3,22.3,73.2,Unknown
Dealer,0,1,2,BHK,1084.685486,1,1,"Sector-168 Noida,Noida",28.494868,77.410298,4880000.0,1084.685486,2,28.494868,77.410298,Unknown
Dealer,0,0,2,BHK,995.6553222,1,1,"Dahisar (East),Lalitpur",19.256471,72.868815,11000000.0,995.6553222,2,19.256471,72.868815,Unknown
Owner,0,0,4,BHK,1313.131313,1,1,"Near Vasco Fish Market,Goa",15.64079,73.758963,5200000.0,1313.131313,4,15.64079,73.758963,Unknown
Dealer,0,1,2,BHK,1334.546557,1,1,"Wadala,Mumbai",31.292091,75.543763,22000000.0,1334.546557,2,31.292091,75.543763,Unknown
Owner,0,0,3,BHK,2200.30349,1,1,"Alkapuri,Vadodara",22.31055,73.1695,8700000.0,2200.30349,3,22.31055,73.1695,Unknown
Owner,0,0,2,BHK,850.1118567999999,1,1,"K.Pudur,Madurai",10.114169,78.182386,3800000.0,850.1118567999999,2,10.114169,78.182386,Unknown
Owner,0,0,2,BHK,920.0401472,1,1,"Bileshivale,Bangalore",13.054202,77.674002,5500000.0,920.0401472,2,13.054202,77.674002,Unknown
Dealer,0,0,2,BHK,1023.155627,1,1,"Anisabad,Patna",25.577752,85.09021,3800000.0,1023.155627,2,25.577752,85.09021,Unknown
Owner,0,0,2,BHK,1225.359616,1,1,"Ganga Nagar,Meerut",29.005328999999996,77.75563199999999,2300000.0,1225.359616,2,29.005328999999996,77.75563199999999,Unknown
Dealer,1,0,3,BHK,1207.078711,0,1,"Lokhra,Guwahati",26.109987,91.748271,4570000.0,1207.078711,3,26.109987,91.748271,Unknown
Dealer,1,1,2,BHK,899.9621069,0,1,"Kolshet Road,Mumbai",19.249861,72.96386600000001,9500000.0,899.9621069,2,19.249861,72.96386600000001,Unknown
Dealer,1,1,3,BHK,1825.115772,0,1,"Palanpur,Surat",21.17,72.83,6700000.0,1825.115772,3,21.17,72.83,Unknown
Owner,0,0,2,BHK,1250.0,1,1,"Kundli,Sonipat",28.874383,77.113251,3000000.0,1250.0,2,28.874383,77.113251,Unknown
Dealer,0,0,3,BHK,1254.0640970000002,1,1,"Sodepur,Kolkata",22.69995,88.390833,5400000.0,1254.0640970000002,3,22.69995,88.390833,Unknown
Owner,0,0,1,BHK,608.6666667000001,1,1,"Kilpauk,Chennai",13.08,80.2408,9130000.0,608.6666667000001,1,13.08,80.2408,Unknown
Dealer,1,1,2,BHK,707.2925585,0,1,"Sindhi Society Chembur,Lalitpur",19.048403,72.88731,19000000.0,707.2925585,2,19.048403,72.88731,Unknown
Owner,1,0,1,BHK,340.1360544,0,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,700000.0,340.1360544,1,28.629811,77.434197,Unknown
Owner,0,1,2,BHK,1255.804137,1,1,"Whitefield,Bangalore",12.9958935,77.761394,5950000.0,1255.804137,2,12.9958935,77.761394,Unknown
Owner,0,0,2,BHK,1980.19802,1,1,"PAL,Surat",21.17,72.83,7000000.0,1980.19802,2,21.17,72.83,Unknown
Dealer,0,1,2,BHK,1116.29795,1,1,"Sector 20 Kharghar,Maharashtra",19.049214000000003,73.072916,11000000.0,1116.29795,2,19.049214000000003,73.072916,Unknown
Dealer,1,1,3,BHK,1638.088289,0,1,"Sector-113 Mohali,Mohali",30.691832,76.656984,4490000.0,1638.088289,3,30.691832,76.656984,Unknown
Dealer,0,0,3,BHK,1544.509969,1,1,"Kondhwa,Pune",18.52361,73.84778,11000000.0,1544.509969,3,18.52361,73.84778,Unknown
Owner,0,0,1,BHK,380.0114003,1,1,"Arpora,Goa",15.535439000000002,73.764454,4000000.0,380.0114003,1,15.535439000000002,73.764454,Unknown
Owner,0,0,2,BHK,1085.141903,1,1,"Vilangudi,Madurai",9.955101,78.076324,5200000.0,1085.141903,2,9.955101,78.076324,Unknown
Dealer,0,1,3,BHK,1895.285477,1,1,"Sector 81 Faridabad,Faridabad",28.392679,77.344375,8000000.0,1895.285477,3,28.392679,77.344375,Unknown
Dealer,1,0,2,BHK,699.0521327,0,1,"Mukundapur,Kolkata",22.491565,88.402473,5900000.0,699.0521327,2,22.491565,88.402473,Unknown
Dealer,0,1,2,BHK,909.4745727,1,1,"Virar West,Mumbai",19.4559,72.8114,4310000.0,909.4745727,2,19.4559,72.8114,Unknown
Dealer,1,0,3,BHK,1563.6105189999998,0,1,"Kanakpura Road,Bangalore",12.896796,77.5724,11000000.0,1563.6105189999998,3,12.896796,77.5724,Unknown
Dealer,0,0,4,BHK,2765.878877,1,1,"Nipania,Indore",22.760061,75.928572,7490000.000000001,2765.878877,4,22.760061,75.928572,Unknown
Dealer,0,0,2,BHK,1161.350263,1,1,"Tolaram Colony,Lalitpur",24.69028,78.41889,15000000.0,1161.350263,2,24.69028,78.41889,Unknown
Dealer,0,0,2,BHK,1390.108282,1,1,"7th Phase JP Nagar,Bangalore",35.0,136.0,9500000.0,1390.108282,2,35.0,136.0,Unknown
Dealer,0,0,2,BHK,1220.008133,1,1,"Sector-58 Seawoods,Lalitpur",28.606007,77.359111,21000000.0,1220.008133,2,28.606007,77.359111,Unknown
Owner,1,0,2,BHK,855.0662676000001,0,1,"Vani Vilas Mohalla,Mysore",12.30306,76.64333,4000000.0,855.0662676000001,2,12.30306,76.64333,Unknown
Dealer,0,0,2,BHK,1177.971925,1,1,"Taleigao,Goa",15.467771,73.826033,12000000.0,1177.971925,2,15.467771,73.826033,Unknown
Owner,0,0,2,BHK,850.1259446,1,1,"Kharar,Chandigarh",30.74,76.65,1350000.0,850.1259446,2,30.74,76.65,Unknown
Dealer,0,0,2,BHK,875.0290901000001,1,1,"Pimple Saudagar,Pune",18.5956,73.7981,7520000.0,875.0290901000001,2,18.5956,73.7981,Unknown
Owner,0,0,2,BHK,1050.080775,1,1,"Wakad,Pune",18.5993,73.7625,6500000.0,1050.080775,2,18.5993,73.7625,Unknown
Dealer,1,1,3,BHK,831.8708319,0,1,"Sector-37 Bahadurgarh,Bahadurgarh",30.739007,76.74839300000001,2370000.0,831.8708319,3,30.739007,76.74839300000001,Unknown
